Time,Xaccl,Yaccl,Zaccl,Xgyro,Ygyro,Zgyro,Xmagn,Ymagn,Zmagn,TemperatureIMU,Barometer,TemperaturePressure,Secondes,TSmilli,QuadSum,Compteur100hz
1379564.0,-2.9185991287231445,0.6282103657722473,2.2150943279266357,0.18234221637248993,-0.26965415477752686,0.16539743542671204,68.2373046875,-456.787109375,469.7265625,24.61529541015625,99863.375,25.040000915527344,39706.0,1619774340559.043,681008.0,0.0
1379566.0,-2.9185991287231445,0.6282103657722473,2.2150943279266357,0.18234221637248993,-0.26965415477752686,0.16539743542671204,68.2373046875,-456.787109375,469.7265625,24.61529541015625,99863.375,25.040000915527344,39706.0,1619774340559.043,681009.0,0.0
1379568.0,-2.9185991287231445,0.6282103657722473,2.2150943279266357,0.18234221637248993,-0.26965415477752686,0.16539743542671204,68.2373046875,-456.787109375,469.7265625,24.61529541015625,99863.375,25.040000915527344,39706.0,1619774340559.043,681010.0,0.0
1379570.0,-2.9185991287231445,0.6282103657722473,2.2150943279266357,0.18234221637248993,-0.26965415477752686,0.16539743542671204,68.2373046875,-456.787109375,469.7265625,24.61529541015625,99863.375,25.040000915527344,39706.0,1619774340559.043,681011.0,0.0
1379572.0,-2.9185991287231445,0.6282103657722473,2.2150943279266357,0.18234221637248993,-0.26965415477752686,0.16539743542671204,68.2373046875,-456.787109375,469.7265625,24.61529541015625,99863.375,25.040000915527344,39706.0,1619774340559.043,681012.0,0.0
1379574.0,4.449298858642578,-0.6425812244415283,-23.021636962890625,0.24169768393039703,0.5657355785369873,0.1747249811887741,68.359375,-450.439453125,471.0693359375,24.647647857666016,99860.4296875,25.040000915527344,39706.0,1619774340619.045,681013.0,0.0
1379576.0,4.449298858642578,-0.6425812244415283,-23.021636962890625,0.24169768393039703,0.5657355785369873,0.1747249811887741,68.359375,-450.439453125,471.0693359375,24.647647857666016,99860.4296875,25.040000915527344,39706.0,1619774340619.045,681014.0,0.0
1379578.0,4.449298858642578,-0.6425812244415283,-23.021636962890625,0.24169768393039703,0.5657355785369873,0.1747249811887741,68.359375,-450.439453125,471.0693359375,24.647647857666016,99860.4296875,25.040000915527344,39706.0,1619774340619.045,681015.0,0.0
1379580.0,4.449298858642578,-0.6425812244415283,-23.021636962890625,0.24169768393039703,0.5657355785369873,0.1747249811887741,68.359375,-450.439453125,471.0693359375,24.647647857666016,99860.4296875,25.040000915527344,39706.0,1619774340619.045,681016.0,0.0
1379582.0,4.449298858642578,-0.6425812244415283,-23.021636962890625,0.24169768393039703,0.5657355785369873,0.1747249811887741,68.359375,-450.439453125,471.0693359375,24.647647857666016,99860.4296875,25.040000915527344,39706.0,1619774340619.045,681017.0,0.0
1379584.0,4.449298858642578,-0.6425812244415283,-23.021636962890625,0.24169768393039703,0.5657355785369873,0.1747249811887741,68.359375,-450.439453125,471.0693359375,24.647647857666016,99860.4296875,25.040000915527344,39706.0,1619774340619.045,681018.0,0.0
1379586.0,4.449298858642578,-0.6425812244415283,-23.021636962890625,0.24169768393039703,0.5657355785369873,0.1747249811887741,68.359375,-450.439453125,471.0693359375,24.647647857666016,99860.4296875,25.040000915527344,39706.0,1619774340619.045,681019.0,0.0
1379588.0,-7.001547813415527,1.3799288272857666,1.856277585029602,0.11917082220315933,-0.21180510520935059,0.16225062310695648,59.5703125,-450.0732421875,472.0458984375,24.60647201538086,99863.328125,25.040000915527344,39706.0,1619774340679.375,681020.0,0.0
1379590.0,-7.001547813415527,1.3799288272857666,1.856277585029602,0.11917082220315933,-0.21180510520935059,0.16225062310695648,59.5703125,-450.0732421875,472.0458984375,24.60647201538086,99863.328125,25.040000915527344,39706.0,1619774340679.375,681021.0,0.0
1379592.0,-7.001547813415527,1.3799288272857666,1.856277585029602,0.11917082220315933,-0.21180510520935059,0.16225062310695648,59.5703125,-450.0732421875,472.0458984375,24.60647201538086,99863.328125,25.040000915527344,39706.0,1619774340679.375,681022.0,0.0
1379594.0,-7.001547813415527,1.3799288272857666,1.856277585029602,0.11917082220315933,-0.21180510520935059,0.16225062310695648,59.5703125,-450.0732421875,472.0458984375,24.60647201538086,99863.328125,25.040000915527344,39706.0,1619774340679.375,681023.0,0.0
1379596.0,-7.001547813415527,1.3799288272857666,1.856277585029602,0.11917082220315933,-0.21180510520935059,0.16225062310695648,59.5703125,-450.0732421875,472.0458984375,24.60647201538086,99863.328125,25.040000915527344,39706.0,1619774340679.375,681024.0,0.0
1379598.0,-7.001547813415527,1.3799288272857666,1.856277585029602,0.11917082220315933,-0.21180510520935059,0.16225062310695648,59.5703125,-450.0732421875,472.0458984375,24.60647201538086,99863.328125,25.040000915527344,39706.0,1619774340679.375,681025.0,0.0
1379600.0,7.072953224182129,2.5604970455169678,-21.796871185302734,0.2528979480266571,0.28719833493232727,0.11548125743865967,57.0068359375,-447.021484375,475.09765625,24.641765594482422,99863.9296875,25.040000915527344,39706.0,1619774340749.193,681026.0,0.0
1379602.0,7.072953224182129,2.5604970455169678,-21.796871185302734,0.2528979480266571,0.28719833493232727,0.11548125743865967,57.0068359375,-447.021484375,475.09765625,24.641765594482422,99863.9296875,25.040000915527344,39706.0,1619774340749.193,681027.0,0.0
1379604.0,7.072953224182129,2.5604970455169678,-21.796871185302734,0.2528979480266571,0.28719833493232727,0.11548125743865967,57.0068359375,-447.021484375,475.09765625,24.641765594482422,99863.9296875,25.040000915527344,39706.0,1619774340749.193,681028.0,0.0
1379606.0,7.072953224182129,2.5604970455169678,-21.796871185302734,0.2528979480266571,0.28719833493232727,0.11548125743865967,57.0068359375,-447.021484375,475.09765625,24.641765594482422,99863.9296875,25.040000915527344,39706.0,1619774340749.193,681029.0,0.0
1379608.0,7.072953224182129,2.5604970455169678,-21.796871185302734,0.2528979480266571,0.28719833493232727,0.11548125743865967,57.0068359375,-447.021484375,475.09765625,24.641765594482422,99863.9296875,25.040000915527344,39706.0,1619774340749.193,681030.0,0.0
1379610.0,7.072953224182129,2.5604970455169678,-21.796871185302734,0.2528979480266571,0.28719833493232727,0.11548125743865967,57.0068359375,-447.021484375,475.09765625,24.641765594482422,99863.9296875,25.040000915527344,39706.0,1619774340749.193,681031.0,0.0
1379612.0,-6.928447723388672,2.271684169769287,-7.452871799468994,0.10968147963285446,0.02670811116695404,0.13153678178787231,51.025390625,-442.7490234375,475.830078125,24.641765594482422,99858.671875,25.040000915527344,39706.0,1619774340809.032,681032.0,0.0
1379614.0,-6.928447723388672,2.271684169769287,-7.452871799468994,0.10968147963285446,0.02670811116695404,0.13153678178787231,51.025390625,-442.7490234375,475.830078125,24.641765594482422,99858.671875,25.040000915527344,39706.0,1619774340809.032,681033.0,0.0
1379616.0,-6.928447723388672,2.271684169769287,-7.452871799468994,0.10968147963285446,0.02670811116695404,0.13153678178787231,51.025390625,-442.7490234375,475.830078125,24.641765594482422,99858.671875,25.040000915527344,39706.0,1619774340809.032,681034.0,0.0
1379618.0,-6.928447723388672,2.271684169769287,-7.452871799468994,0.10968147963285446,0.02670811116695404,0.13153678178787231,51.025390625,-442.7490234375,475.830078125,24.641765594482422,99858.671875,25.040000915527344,39706.0,1619774340809.032,681035.0,0.0
1379620.0,-6.928447723388672,2.271684169769287,-7.452871799468994,0.10968147963285446,0.02670811116695404,0.13153678178787231,51.025390625,-442.7490234375,475.830078125,24.641765594482422,99858.671875,25.040000915527344,39706.0,1619774340809.032,681036.0,0.0
1379622.0,-6.928447723388672,2.271684169769287,-7.452871799468994,0.10968147963285446,0.02670811116695404,0.13153678178787231,51.025390625,-442.7490234375,475.830078125,24.641765594482422,99858.671875,25.040000915527344,39706.0,1619774340809.032,681037.0,0.0
1379624.0,5.872750282287598,0.17907679080963135,-21.10350227355957,0.16910256445407867,0.1554105579853058,0.06954757124185562,45.2880859375,-437.255859375,477.1728515625,24.582942962646484,99864.8125,25.040000915527344,39706.0,1619774340869.033,681038.0,0.0
1379626.0,5.872750282287598,0.17907679080963135,-21.10350227355957,0.16910256445407867,0.1554105579853058,0.06954757124185562,45.2880859375,-437.255859375,477.1728515625,24.582942962646484,99864.8125,25.040000915527344,39706.0,1619774340869.033,681039.0,0.0
1379628.0,5.872750282287598,0.17907679080963135,-21.10350227355957,0.16910256445407867,0.1554105579853058,0.06954757124185562,45.2880859375,-437.255859375,477.1728515625,24.582942962646484,99864.8125,25.040000915527344,39706.0,1619774340869.033,681040.0,0.0
1379630.0,5.872750282287598,0.17907679080963135,-21.10350227355957,0.16910256445407867,0.1554105579853058,0.06954757124185562,45.2880859375,-437.255859375,477.1728515625,24.582942962646484,99864.8125,25.040000915527344,39706.0,1619774340869.033,681041.0,0.0
1379632.0,5.872750282287598,0.17907679080963135,-21.10350227355957,0.16910256445407867,0.1554105579853058,0.06954757124185562,45.2880859375,-437.255859375,477.1728515625,24.582942962646484,99864.8125,25.040000915527344,39706.0,1619774340869.033,681042.0,0.0
1379634.0,5.872750282287598,0.17907679080963135,-21.10350227355957,0.16910256445407867,0.1554105579853058,0.06954757124185562,45.2880859375,-437.255859375,477.1728515625,24.582942962646484,99864.8125,25.040000915527344,39706.0,1619774340869.033,681043.0,0.0
1379636.0,-7.983536243438721,4.36307954788208,-10.204185485839844,0.058800626546144485,-0.0833301991224289,0.08049464970827103,41.3818359375,-433.9599609375,474.4873046875,24.641765594482422,99865.8984375,25.040000915527344,39706.0,1619774340929.034,681044.0,0.0
1379638.0,-7.983536243438721,4.36307954788208,-10.204185485839844,0.058800626546144485,-0.0833301991224289,0.08049464970827103,41.3818359375,-433.9599609375,474.4873046875,24.641765594482422,99865.8984375,25.040000915527344,39706.0,1619774340929.034,681045.0,0.0
1379640.0,-7.983536243438721,4.36307954788208,-10.204185485839844,0.058800626546144485,-0.0833301991224289,0.08049464970827103,41.3818359375,-433.9599609375,474.4873046875,24.641765594482422,99865.8984375,25.040000915527344,39706.0,1619774340929.034,681046.0,0.0
1379642.0,-7.983536243438721,4.36307954788208,-10.204185485839844,0.058800626546144485,-0.0833301991224289,0.08049464970827103,41.3818359375,-433.9599609375,474.4873046875,24.641765594482422,99865.8984375,25.040000915527344,39706.0,1619774340929.034,681047.0,0.0
1379644.0,-7.983536243438721,4.36307954788208,-10.204185485839844,0.058800626546144485,-0.0833301991224289,0.08049464970827103,41.3818359375,-433.9599609375,474.4873046875,24.641765594482422,99865.8984375,25.040000915527344,39706.0,1619774340929.034,681048.0,0.0
1379646.0,-7.983536243438721,4.36307954788208,-10.204185485839844,0.058800626546144485,-0.0833301991224289,0.08049464970827103,41.3818359375,-433.9599609375,474.4873046875,24.641765594482422,99865.8984375,25.040000915527344,39962.0,1619774340929.034,681049.0,0.0
1379648.0,3.7842910289764404,-3.4902243614196777,-10.431144714355469,0.1903582364320755,-0.39669346809387207,0.029043123126029968,41.9921875,-430.2978515625,472.0458984375,24.65353012084961,99858.4609375,25.040000915527344,39962.0,1619774340989.076,681050.0,0.0
1379650.0,3.7842910289764404,-3.4902243614196777,-10.431144714355469,0.1903582364320755,-0.39669346809387207,0.029043123126029968,41.9921875,-430.2978515625,472.0458984375,24.65353012084961,99858.4609375,25.040000915527344,39962.0,1619774340989.076,681051.0,0.0
1379652.0,3.7842910289764404,-3.4902243614196777,-10.431144714355469,0.1903582364320755,-0.39669346809387207,0.029043123126029968,41.9921875,-430.2978515625,472.0458984375,24.65353012084961,99858.4609375,25.040000915527344,39962.0,1619774340989.076,681052.0,0.0
1379654.0,3.7842910289764404,-3.4902243614196777,-10.431144714355469,0.1903582364320755,-0.39669346809387207,0.029043123126029968,41.9921875,-430.2978515625,472.0458984375,24.65353012084961,99858.4609375,25.040000915527344,39962.0,1619774340989.076,681053.0,0.0
1379656.0,3.7842910289764404,-3.4902243614196777,-10.431144714355469,0.1903582364320755,-0.39669346809387207,0.029043123126029968,41.9921875,-430.2978515625,472.0458984375,24.65353012084961,99858.4609375,25.040000915527344,39962.0,1619774340989.076,681054.0,0.0
1379658.0,3.7842910289764404,-3.4902243614196777,-10.431144714355469,0.1903582364320755,-0.39669346809387207,0.029043123126029968,41.9921875,-430.2978515625,472.0458984375,24.65353012084961,99858.4609375,25.040000915527344,39962.0,1619774340989.076,681055.0,0.0
1379660.0,-3.1069276332855225,5.210829734802246,-18.20537567138672,0.20439329743385315,0.18799015879631042,0.055926088243722916,46.2646484375,-421.0205078125,471.19140625,24.627059936523438,99859.59375,25.040000915527344,39962.0,1619774341049.251,681056.0,0.0
1379662.0,-3.1069276332855225,5.210829734802246,-18.20537567138672,0.20439329743385315,0.18799015879631042,0.055926088243722916,46.2646484375,-421.0205078125,471.19140625,24.627059936523438,99859.59375,25.040000915527344,39962.0,1619774341049.251,681057.0,0.0
1379664.0,-3.1069276332855225,5.210829734802246,-18.20537567138672,0.20439329743385315,0.18799015879631042,0.055926088243722916,46.2646484375,-421.0205078125,471.19140625,24.627059936523438,99859.59375,25.040000915527344,39962.0,1619774341049.251,681058.0,0.0
1379666.0,-3.1069276332855225,5.210829734802246,-18.20537567138672,0.20439329743385315,0.18799015879631042,0.055926088243722916,46.2646484375,-421.0205078125,471.19140625,24.627059936523438,99859.59375,25.040000915527344,39962.0,1619774341049.251,681059.0,0.0
1379668.0,-3.1069276332855225,5.210829734802246,-18.20537567138672,0.20439329743385315,0.18799015879631042,0.055926088243722916,46.2646484375,-421.0205078125,471.19140625,24.627059936523438,99859.59375,25.040000915527344,39962.0,1619774341049.251,681060.0,0.0
1379670.0,-3.1069276332855225,5.210829734802246,-18.20537567138672,0.20439329743385315,0.18799015879631042,0.055926088243722916,46.2646484375,-421.0205078125,471.19140625,24.627059936523438,99859.59375,25.040000915527344,39962.0,1619774341049.251,681061.0,0.0
1379672.0,1.6602123975753784,-1.0366637706756592,-4.444037914276123,0.15991385281085968,-0.4310862421989441,0.025498708710074425,48.7060546875,-411.865234375,470.703125,24.647647857666016,99854.546875,25.040000915527344,39962.0,1619774341109.072,681062.0,0.0
1379674.0,1.6602123975753784,-1.0366637706756592,-4.444037914276123,0.15991385281085968,-0.4310862421989441,0.025498708710074425,48.7060546875,-411.865234375,470.703125,24.647647857666016,99854.546875,25.040000915527344,39962.0,1619774341109.072,681063.0,0.0
1379676.0,1.6602123975753784,-1.0366637706756592,-4.444037914276123,0.15991385281085968,-0.4310862421989441,0.025498708710074425,48.7060546875,-411.865234375,470.703125,24.647647857666016,99854.546875,25.040000915527344,39962.0,1619774341109.072,681064.0,0.0
1379678.0,1.6602123975753784,-1.0366637706756592,-4.444037914276123,0.15991385281085968,-0.4310862421989441,0.025498708710074425,48.7060546875,-411.865234375,470.703125,24.647647857666016,99854.546875,25.040000915527344,39962.0,1619774341109.072,681065.0,0.0
1379680.0,1.6602123975753784,-1.0366637706756592,-4.444037914276123,0.15991385281085968,-0.4310862421989441,0.025498708710074425,48.7060546875,-411.865234375,470.703125,24.647647857666016,99854.546875,25.040000915527344,39962.0,1619774341109.072,681066.0,0.0
1379682.0,1.6602123975753784,-1.0366637706756592,-4.444037914276123,0.15991385281085968,-0.4310862421989441,0.025498708710074425,48.7060546875,-411.865234375,470.703125,24.647647857666016,99854.546875,25.040000915527344,39962.0,1619774341109.072,681067.0,0.0
1379684.0,-2.413426399230957,4.364315986633301,-18.569307327270508,0.25550180673599243,0.4239875376224518,0.0489199161529541,48.7060546875,-403.076171875,471.8017578125,24.647647857666016,99856.59375,25.040000915527344,39962.0,1619774341169.035,681068.0,0.0
1379686.0,-2.413426399230957,4.364315986633301,-18.569307327270508,0.25550180673599243,0.4239875376224518,0.0489199161529541,48.7060546875,-403.076171875,471.8017578125,24.647647857666016,99856.59375,25.040000915527344,39962.0,1619774341169.035,681069.0,0.0
1379688.0,-2.413426399230957,4.364315986633301,-18.569307327270508,0.25550180673599243,0.4239875376224518,0.0489199161529541,48.7060546875,-403.076171875,471.8017578125,24.647647857666016,99856.59375,25.040000915527344,39962.0,1619774341169.035,681070.0,0.0
1379690.0,-2.413426399230957,4.364315986633301,-18.569307327270508,0.25550180673599243,0.4239875376224518,0.0489199161529541,48.7060546875,-403.076171875,471.8017578125,24.647647857666016,99856.59375,25.040000915527344,39962.0,1619774341169.035,681071.0,0.0
1379692.0,-2.413426399230957,4.364315986633301,-18.569307327270508,0.25550180673599243,0.4239875376224518,0.0489199161529541,48.7060546875,-403.076171875,471.8017578125,24.647647857666016,99856.59375,25.040000915527344,39962.0,1619774341169.035,681072.0,0.0
1379694.0,-2.413426399230957,4.364315986633301,-18.569307327270508,0.25550180673599243,0.4239875376224518,0.0489199161529541,48.7060546875,-403.076171875,471.8017578125,24.647647857666016,99856.59375,25.040000915527344,39962.0,1619774341169.035,681073.0,0.0
1379696.0,-2.4193668365478516,0.005368602462112904,0.6010998487472534,0.23062676191329956,-0.24601216614246368,0.03963372856378555,43.0908203125,-392.9443359375,473.7548828125,24.641765594482422,99852.9765625,25.040000915527344,39962.0,1619774341229.033,681074.0,0.0
1379698.0,-2.4193668365478516,0.005368602462112904,0.6010998487472534,0.23062676191329956,-0.24601216614246368,0.03963372856378555,43.0908203125,-392.9443359375,473.7548828125,24.641765594482422,99852.9765625,25.040000915527344,39962.0,1619774341229.033,681075.0,0.0
1379700.0,-2.4193668365478516,0.005368602462112904,0.6010998487472534,0.23062676191329956,-0.24601216614246368,0.03963372856378555,43.0908203125,-392.9443359375,473.7548828125,24.641765594482422,99852.9765625,25.040000915527344,39962.0,1619774341229.033,681076.0,0.0
1379702.0,-2.4193668365478516,0.005368602462112904,0.6010998487472534,0.23062676191329956,-0.24601216614246368,0.03963372856378555,43.0908203125,-392.9443359375,473.7548828125,24.641765594482422,99852.9765625,25.040000915527344,39962.0,1619774341229.033,681077.0,0.0
1379704.0,-2.4193668365478516,0.005368602462112904,0.6010998487472534,0.23062676191329956,-0.24601216614246368,0.03963372856378555,43.0908203125,-392.9443359375,473.7548828125,24.641765594482422,99852.9765625,25.040000915527344,39962.0,1619774341229.033,681078.0,0.0
1379706.0,-2.4193668365478516,0.005368602462112904,0.6010998487472534,0.23062676191329956,-0.24601216614246368,0.03963372856378555,43.0908203125,-392.9443359375,473.7548828125,24.641765594482422,99852.9765625,25.040000915527344,39962.0,1619774341229.033,681079.0,0.0
1379708.0,5.682063102722168,0.8211918473243713,-24.851591110229492,0.14632469415664673,0.4770194888114929,0.016766581684350967,40.1611328125,-389.7705078125,471.8017578125,24.65353012084961,99849.1796875,25.040000915527344,39962.0,1619774341289.033,681080.0,0.0
1379710.0,5.682063102722168,0.8211918473243713,-24.851591110229492,0.14632469415664673,0.4770194888114929,0.016766581684350967,40.1611328125,-389.7705078125,471.8017578125,24.65353012084961,99849.1796875,25.040000915527344,39962.0,1619774341289.033,681081.0,0.0
1379712.0,5.682063102722168,0.8211918473243713,-24.851591110229492,0.14632469415664673,0.4770194888114929,0.016766581684350967,40.1611328125,-389.7705078125,471.8017578125,24.65353012084961,99849.1796875,25.040000915527344,39962.0,1619774341289.033,681082.0,0.0
1379714.0,5.682063102722168,0.8211918473243713,-24.851591110229492,0.14632469415664673,0.4770194888114929,0.016766581684350967,40.1611328125,-389.7705078125,471.8017578125,24.65353012084961,99849.1796875,25.040000915527344,39962.0,1619774341289.033,681083.0,0.0
1379716.0,5.682063102722168,0.8211918473243713,-24.851591110229492,0.14632469415664673,0.4770194888114929,0.016766581684350967,40.1611328125,-389.7705078125,471.8017578125,24.65353012084961,99849.1796875,25.040000915527344,39962.0,1619774341289.033,681084.0,0.0
1379718.0,5.682063102722168,0.8211918473243713,-24.851591110229492,0.14632469415664673,0.4770194888114929,0.016766581684350967,40.1611328125,-389.7705078125,471.8017578125,24.65353012084961,99849.1796875,25.040000915527344,39962.0,1619774341289.033,681085.0,0.0
1379720.0,5.682063102722168,0.8211918473243713,-24.851591110229492,0.14632469415664673,0.4770194888114929,0.016766581684350967,40.1611328125,-389.7705078125,471.8017578125,24.65353012084961,99849.1796875,25.040000915527344,39962.0,1619774341289.033,681086.0,0.0
1379722.0,-7.961455345153809,0.5891157984733582,-13.497172355651855,-0.08735012263059616,-0.04134003072977066,0.04384750872850418,37.841796875,-388.916015625,473.6328125,24.641765594482422,99850.3828125,25.040000915527344,39962.0,1619774341349.309,681087.0,0.0
1379724.0,-7.961455345153809,0.5891157984733582,-13.497172355651855,-0.08735012263059616,-0.04134003072977066,0.04384750872850418,37.841796875,-388.916015625,473.6328125,24.641765594482422,99850.3828125,25.040000915527344,39962.0,1619774341349.309,681088.0,0.0
1379726.0,-7.961455345153809,0.5891157984733582,-13.497172355651855,-0.08735012263059616,-0.04134003072977066,0.04384750872850418,37.841796875,-388.916015625,473.6328125,24.641765594482422,99850.3828125,25.040000915527344,39962.0,1619774341349.309,681089.0,0.0
1379728.0,-7.961455345153809,0.5891157984733582,-13.497172355651855,-0.08735012263059616,-0.04134003072977066,0.04384750872850418,37.841796875,-388.916015625,473.6328125,24.641765594482422,99850.3828125,25.040000915527344,39962.0,1619774341349.309,681090.0,0.0
1379730.0,-7.961455345153809,0.5891157984733582,-13.497172355651855,-0.08735012263059616,-0.04134003072977066,0.04384750872850418,37.841796875,-388.916015625,473.6328125,24.641765594482422,99850.3828125,25.040000915527344,39962.0,1619774341349.309,681091.0,0.0
1379732.0,-7.961455345153809,0.5891157984733582,-13.497172355651855,-0.08735012263059616,-0.04134003072977066,0.04384750872850418,37.841796875,-388.916015625,473.6328125,24.641765594482422,99850.3828125,25.040000915527344,39962.0,1619774341349.309,681092.0,0.0
1379734.0,1.680371642112732,-3.247655153274536,-6.371778964996338,-0.004821744281798601,-0.46073850989341736,0.00011944641300942749,44.0673828125,-388.671875,473.5107421875,24.677059173583984,99850.6796875,25.040000915527344,39962.0,1619774341419.08,681093.0,0.0
1379736.0,1.680371642112732,-3.247655153274536,-6.371778964996338,-0.004821744281798601,-0.46073850989341736,0.00011944641300942749,44.0673828125,-388.671875,473.5107421875,24.677059173583984,99850.6796875,25.040000915527344,39962.0,1619774341419.08,681094.0,0.0
1379738.0,1.680371642112732,-3.247655153274536,-6.371778964996338,-0.004821744281798601,-0.46073850989341736,0.00011944641300942749,44.0673828125,-388.671875,473.5107421875,24.677059173583984,99850.6796875,25.040000915527344,39962.0,1619774341419.08,681095.0,0.0
1379740.0,1.680371642112732,-3.247655153274536,-6.371778964996338,-0.004821744281798601,-0.46073850989341736,0.00011944641300942749,44.0673828125,-388.671875,473.5107421875,24.677059173583984,99850.6796875,25.040000915527344,39962.0,1619774341419.08,681096.0,0.0
1379742.0,1.680371642112732,-3.247655153274536,-6.371778964996338,-0.004821744281798601,-0.46073850989341736,0.00011944641300942749,44.0673828125,-388.671875,473.5107421875,24.677059173583984,99850.6796875,25.040000915527344,39962.0,1619774341419.08,681097.0,0.0
1379744.0,1.680371642112732,-3.247655153274536,-6.371778964996338,-0.004821744281798601,-0.46073850989341736,0.00011944641300942749,44.0673828125,-388.671875,473.5107421875,24.677059173583984,99850.6796875,25.040000915527344,39962.0,1619774341419.08,681098.0,0.0
1379746.0,5.537014007568359,0.3700718581676483,-19.878005981445312,0.0798971876502037,0.2951960861682892,0.01225864514708519,49.4384765625,-386.5966796875,472.900390625,24.65353012084961,99847.296875,25.040000915527344,39962.0,1619774341479.033,681099.0,0.0
1379748.0,5.537014007568359,0.3700718581676483,-19.878005981445312,0.0798971876502037,0.2951960861682892,0.01225864514708519,49.4384765625,-386.5966796875,472.900390625,24.65353012084961,99847.296875,25.040000915527344,39962.0,1619774341479.033,681100.0,0.0
1379750.0,5.537014007568359,0.3700718581676483,-19.878005981445312,0.0798971876502037,0.2951960861682892,0.01225864514708519,49.4384765625,-386.5966796875,472.900390625,24.65353012084961,99847.296875,25.040000915527344,39962.0,1619774341479.033,681101.0,0.0
1379752.0,5.537014007568359,0.3700718581676483,-19.878005981445312,0.0798971876502037,0.2951960861682892,0.01225864514708519,49.4384765625,-386.5966796875,472.900390625,24.65353012084961,99847.296875,25.040000915527344,39962.0,1619774341479.033,681102.0,0.0
1379754.0,5.537014007568359,0.3700718581676483,-19.878005981445312,0.0798971876502037,0.2951960861682892,0.01225864514708519,49.4384765625,-386.5966796875,472.900390625,24.65353012084961,99847.296875,25.040000915527344,39962.0,1619774341479.033,681103.0,0.0
1379756.0,5.537014007568359,0.3700718581676483,-19.878005981445312,0.0798971876502037,0.2951960861682892,0.01225864514708519,49.4384765625,-386.5966796875,472.900390625,24.65353012084961,99847.296875,25.040000915527344,39962.0,1619774341479.033,681104.0,0.0
1379758.0,-6.053483009338379,2.569830894470215,-8.591022491455078,-0.1323871910572052,0.09849383682012558,0.07650206238031387,50.048828125,-387.6953125,474.9755859375,24.677059173583984,99837.6796875,25.040000915527344,39962.0,1619774341539.034,681105.0,0.0
1379760.0,-6.053483009338379,2.569830894470215,-8.591022491455078,-0.1323871910572052,0.09849383682012558,0.07650206238031387,50.048828125,-387.6953125,474.9755859375,24.677059173583984,99837.6796875,25.040000915527344,39962.0,1619774341539.034,681106.0,0.0
1379762.0,-6.053483009338379,2.569830894470215,-8.591022491455078,-0.1323871910572052,0.09849383682012558,0.07650206238031387,50.048828125,-387.6953125,474.9755859375,24.677059173583984,99837.6796875,25.040000915527344,39962.0,1619774341539.034,681107.0,0.0
